CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
1306029,10,0.42903,0.00514,0.42895,0.005,0.43,0.005,22.5736,0.249299,41.8266,0.250757,-9.0,0,0,0.025447,0.037664,0.99322,0.51888,22.5603,0.0466385,1.69775e-05,7.29277e-07,0.00231288,-1.53729e-07,-1.97995e-08,40.8416,-1.9578,-999,-999,-9.0,-16.3933,250,0.0244225,7.0,2.0,57279.4,0.8536,59,51.064,0.75929,0.1229,0.0306,0.0022,0.004,1.0,0.013
SN2016glz,150,0.04077,0.00087,0.03975,7e-05,0.04099,7e-05,16.7388,0.208725,35.9918,0.210464,-9.0,0,0,-0.00329,0.036625,1.11871,0.26331,16.6259,0.0593439,0.00401467,0.000219433,0.000875018,-7.45686e-06,-6.28486e-06,1.4732,8.4302,-999,-999,-9.0,-294.353,250,0.0704579,9.40195,0.1,57664.5,0.3745,7,9.06196,0.24824,0.0845,0.0473,0.0099,0.001,1.0,0.011
1337838,10,0.31203,0.0012,0.31195,0.0005,0.313,0.0005,21.6973,0.158158,40.9503,0.160446,-9.0,0,0,-0.044098,0.026237,0.99511,0.20136,21.4809,0.0331779,4.58809e-05,1.40203e-06,0.000971737,-9.45146e-08,-2.94581e-08,35.496,-6.4982,-999,-999,0.33,-18.5736,250,0.0231591,8.424,0.4435,57364.7,0.2034,32,28.7509,0.63178,0.0657,0.0095,0.0144,0.002,1.0,0.007
04D3do,4,0.61071,0.01009,0.61064,0.01,0.61,0.01,23.4156,0.182249,42.6686,0.184238,-9.0,0,0,-0.114016,0.031093,-0.815949,0.14548,23.2859,0.0255704,8.70234e-06,2.04951e-07,-0.00105663,-5.45143e-09,-1.94189e-09,214.442,52.2676,-999,-999,-9.0,-13.1278,250,0.00808667,10.485,0.071,53113.0,0.2622,42,63.463,0.017804,0.1056,0.0443,0.0501,0.003,1.0,0.002
2008hu,5,0.05052,0.00089,0.05071,0.00014,0.04981,0.00014,17.4506,0.130602,36.7036,0.133364,-9.0,0,0,-0.049449,0.028025,-1.71892,0.056792,17.5866,0.0623726,0.00165707,9.51945e-05,-0.000158455,3.60432e-07,-2.02029e-06,122.312,-18.6536,-999,-999,-9.0,55.2605,250,0.0923469,11.5,0.2,54806.8,0.1339,50,86.791,0.000969844,0.058,0.0392,-0.017,0.002,1.0,0.003
12860,1,0.12058,0.00093,0.12042,1e-05,0.12168,1e-05,19.5396,0.250808,38.7926,0.252257,-9.0,0,0,0.14487,0.02924,-0.302934,0.20236,19.9801,0.0473025,0.000182796,7.96393e-06,0.000601575,-1.91801e-07,-1.76234e-07,323.694,1.1759,-9,-9,3.343,-41.4675,250,0.0560295,10.1701,0.049,53993.8,0.2801,49,41.567,0.76555,0.0683,0.0177,-0.1046,0.005,1.0,0.023
PS15asb,150,0.04989,0.00094,0.04952,0.00033,0.04863,0.00033,17.2184,0.183555,36.4714,0.18553,-9.0,0,1,0.00342,0.040271,-1.52138,0.24469,17.4425,0.0533577,0.00189234,9.29974e-05,-0.000353429,1.17111e-06,-2.9712e-06,215.085,-9.3009,-999,-999,-9.0,-107.07,250,0.0456489,10.2884,0.1,57194.3,0.4849,8,11.995,0.15143,0.0962,0.0419,-0.0633,0.001,1.0,0.005
2006ej,57,0.02023,0.00085,0.01926,1e-05,0.02038,1e-05,15.3465,0.186364,34.5995,0.188309,-9.0,0,0,-0.045763,0.028545,-1.65658,0.079813,15.4897,0.0363028,0.011432,0.000382241,-0.000295711,-8.42445e-07,-8.63958e-06,9.749,-9.0157,-999,-999,-9.0,-285.871,250,0.0302161,10.1949,-9.0,53976.1,0.1327,27,24.7329,0.58943,0.0668,0.0922,-0.0121,0.001,1.0,0.004
1280217,10,0.35909,0.00513,0.35901,0.005,0.36,0.005,21.9002,0.304482,41.1532,0.305677,-9.0,0,0,0.088909,0.035126,1.80122,0.55141,22.0476,0.0448215,2.72247e-05,1.12389e-06,-0.000342092,-3.82042e-08,-2.75392e-08,40.8943,-1.5184,-999,-999,-9.0,-19.309,250,0.0258795,8.92,0.1485,57251.3,1.4569,58,79.3524,0.0327929,0.1216,0.0357,0.0858,0.015,1.0,0.027
2000dk,57,0.0173,0.00085,0.01649,0.0001,0.01749,0.0001,14.8906,0.281398,34.1436,0.28269,-9.0,0,0,-0.092916,0.042587,-2.44176,0.10186,15.0474,0.0515093,0.0171806,0.00081508,-0.000532109,2.74172e-06,-2.45952e-05,16.848,32.4064,-999,-999,-9.0,-240.34,250,0.0606091,10.0012,-9.0,51812.3,0.0725,30,33.8952,0.28504,0.1051,0.1076,0.0315,0.001,1.0,0.003
8046,1,0.25772,0.00105,0.2576,3e-05,0.25857,3e-05,21.3558,0.223687,40.6088,0.22531,-9.0,0,0,0.042488,0.047496,0.26195,0.49235,21.3658,0.0521221,5.10118e-05,2.44888e-06,0.00398901,-5.64381e-07,-5.82912e-08,39.1168,0.5113,-9,-9,3.883,-27.9004,250,0.0250833,11.335,0.082,53683.3,0.4783,34,13.3138,0.99944,0.1483,0.0099,-0.1351,0.003,1.0,0.002
2002el,57,0.02849,0.00087,0.02778,0.00015,0.02873,0.00015,15.8519,0.179717,35.1049,0.181734,-9.0,0,0,-0.076772,0.02658,-1.27001,0.07898,15.8932,0.0552185,0.00788371,0.00040095,0.000177802,-3.06609e-06,-8.3319e-06,314.125,-18.5595,-999,-999,-9.0,-207.475,250,0.0745343,7.0,-9.0,52508.6,0.0512,62,41.7602,0.9774,0.053,0.0672,0.0389,0.004,1.0,0.006
2008L,64,0.01778,0.00085,0.01734,9e-05,0.01789,9e-05,14.9934,0.211714,34.2464,0.213428,-9.0,0,0,-0.141932,0.039811,-1.52385,0.096944,14.9128,0.0953989,0.0194487,0.00170887,-0.00104032,1.97957e-05,-5.36739e-05,49.3194,41.3827,-999,-999,-9.0,-129.753,250,0.13657,10.7703,0.446,54492.9,0.288,18,22.4375,0.21314,0.081,0.1047,0.081,0.001,1.0,0.003
1308326,10,0.32632,0.00121,0.32622,0.0005,0.32717,0.0005,21.7974,0.154865,41.0504,0.157201,-9.0,0,0,-0.120744,0.027635,0.41024,0.19847,21.4709,0.038834,4.63054e-05,1.65623e-06,0.00040499,-6.84642e-08,-3.34607e-08,42.2701,0.5823,-999,-999,1.3,-22.2701,250,0.0501548,9.665,0.015,56976.2,0.2428,62,35.8823,0.99682,0.0724,0.0092,0.055,0.002,1.0,0.005
2013gh,51,0.00838,0.00085,0.00775,0.00015,0.00881,0.00015,13.268,0.464828,32.521,0.465611,-9.0,0,0,0.19613,0.022642,-0.732548,0.046243,14.1307,0.0314283,0.0399694,0.00115698,0.000110145,-1.00005e-05,-2.26208e-05,330.591,-18.9168,-999,-999,-9.0,-189.641,250,0.024639,9.71043,-9.0,56528.7,0.049,105,477.478,0.0,0.046,0.2212,0.0957,0.03,1.0,0.052
2011dl,51,0.03403,0.00086,0.03432,1e-05,0.0341,1e-05,16.5057,0.311799,35.7587,0.312966,-9.0,0,0,0.12826,0.030457,0.59667,0.19089,16.8963,0.05389,0.00312965,0.000155339,0.000110151,7.4553e-07,-3.81961e-06,244.521,21.5511,-999,-999,-9.0,84.3244,250,0.0672868,9.08368,0.07,55738.6,0.34,11,11.022,0.44142,0.0648,0.0558,0.0296,0.011,1.0,0.036
2005eq,5,0.02823,0.00086,0.02831,1e-05,0.02893,1e-05,16.3033,0.157926,35.5563,0.160218,-9.0,0,1,-0.018126,0.02438,1.43934,0.054209,16.0393,0.0464354,0.00689109,0.000294722,-0.000363008,2.7919e-06,-5.36627e-06,47.2055,-7.0332,-999,-999,-9.0,23.0788,250,0.0636272,10.3697,0.14,53655.3,0.1003,68,62.287,0.67246,0.0537,0.0671,-0.048,0.001,1.0,0.004
19002,1,0.27021,0.00106,0.2701,5e-05,0.271,5e-05,21.2559,0.16264,40.5089,0.164866,-9.0,0,0,-0.097817,0.038561,0.34724,0.32256,20.9688,0.0479335,7.35343e-05,3.24642e-06,0.00136886,-4.26907e-07,-7.07286e-08,42.6154,-0.5512,-9,-9,3.077,-24.9279,250,0.0530461,10.716,0.08,54393.2,0.2918,39,23.6137,0.97538,0.1147,0.0095,0.0142,0.002,0.913,0.0
2005ir,5,0.0752,0.0009,0.0749,1e-05,0.07602,1e-05,18.3126,0.152624,37.5656,0.154994,-9.0,0,1,-0.025823,0.023678,0.72205,0.12811,18.1593,0.0263767,0.000977898,2.37569e-05,-7.34961e-05,-1.74379e-07,-4.11164e-07,19.1825,0.7946,-999,-999,-9.0,-83.8601,250,0.0262922,9.78987,0.09,53685.8,0.1552,40,77.8804,0.000312062,0.0611,0.0269,-0.0194,0.01,1.0,0.007
000174,15,0.24511,0.00144,0.24497,0.001,0.2443,0.001,21.0806,0.207796,40.3336,0.209543,-9.0,0,0,0.08696,0.030851,-0.731508,0.21605,21.4145,0.0360011,4.87769e-05,1.61736e-06,0.00130749,-1.23977e-07,-3.85348e-08,162.029,56.8502,-999,-999,19.6741,-33.1773,250,0.00653612,10.532,0.1,55216.8,0.2114,51,52.3347,0.42194,0.0769,0.0141,-0.0954,0.003,1.0,0.014
17568,1,0.14345,0.00108,0.14335,0.0005,0.1445,0.0005,20.2624,0.369665,39.5154,0.37065,-9.0,0,0,0.21811,0.049107,0.5715,0.41661,20.9235,0.0775457,7.66685e-05,5.47583e-06,0.00471182,-8.26588e-07,-1.894e-07,313.103,0.2777,-9,-9,2.953,-27.2256,250,0.0870863,9.24061,0.073,54361.3,0.4235,56,38.1155,0.96772,0.1244,0.0174,0.0185,0.037,1.0,0.046
520062,15,0.30818,0.00148,0.30805,0.001,0.308,0.001,21.9488,0.137016,41.2018,0.139651,-9.0,0,0,-0.050766,0.03416,0.31474,0.28254,21.7624,0.0455926,3.54046e-05,1.48672e-06,0.00352674,-2.27116e-07,-4.26348e-08,244.451,54.6334,-999,-999,19.8669,-29.9491,250,0.00881981,10.6357,0.1,56456.5,0.3534,59,42.7213,0.94531,0.0775,0.0118,-0.0354,0.001,1.0,0.003
12950,1,0.08167,0.0009,0.08141,1e-05,0.08273,1e-05,18.4685,0.217982,37.7215,0.219648,-9.0,0,1,0.027176,0.022079,-0.396496,0.083121,18.6972,0.0352445,0.000595828,1.93414e-05,5.2693e-05,-2.52919e-07,-3.29274e-07,351.667,-0.8403,-9,-9,1.398,-71.2932,250,0.0377921,9.42557,0.04,54000.0,0.0926,45,65.6353,0.0239368,0.0495,0.0249,0.0338,0.014,1.0,0.02
1297465,10,0.27782,0.00118,0.27784,0.0005,0.27836,0.0005,21.6657,0.175971,40.9187,0.17803,-9.0,0,0,0.032117,0.027139,1.14771,0.13315,21.5916,0.0316352,4.14326e-05,1.20723e-06,-6.4309e-05,-3.83744e-08,-2.68133e-08,51.7953,-27.8221,-999,-999,2.48,4.9113,250,0.0081648,10.068,0.001,56938.9,0.1578,43,17.9439,0.99973,0.0684,0.0103,-0.0565,0.003,1.0,0.01
2440,1,0.19044,0.00099,0.1903,1e-05,0.19114,1e-05,20.6652,0.152469,39.9182,0.154841,-9.0,0,0,-0.082895,0.029903,0.42606,0.29467,20.4018,0.0429178,0.000123964,4.90015e-06,0.000808738,-5.2371e-07,-9.38784e-08,42.6337,0.8078,-9,-9,1.774,-35.059,250,0.0452695,10.325,0.071,53635.0,0.334,66,39.5545,0.99597,0.089,0.0123,0.0033,0.001,1.0,0.003
510578,15,0.37023,0.01007,0.37012,0.01,0.37,0.01,22.1264,0.186837,41.3794,0.188778,-9.0,0,0,-0.128463,0.032352,0.58467,0.30594,21.7516,0.0458564,3.57577e-05,1.51024e-06,0.0021836,-3.173e-07,-3.53406e-08,241.233,53.9121,-999,-999,22.184,-24.6625,250,0.00883132,9.8142,0.1,56438.8,0.2817,57,55.3217,0.53828,0.0937,0.0683,0.0563,0.002,1.0,0.003
2014bj,51,0.04258,0.00507,0.04239,0.005,0.043,0.005,17.2576,0.425631,36.5106,0.426487,-9.0,0,1,-0.010656,0.029043,0.80842,0.42646,17.1604,0.0731528,0.0024539,0.000165334,0.0007157,-2.92822e-06,-3.34464e-06,290.663,43.8908,-999,-999,-9.0,-53.1604,250,0.090819,7.87303,-9.0,56796.4,0.0336,62,73.0754,0.15867,0.0892,0.2639,0.0026,0.004,1.0,0.01
SCP05D0,101,1.01242,0.00175,1.01236,0.0005,1.014,0.0005,24.8647,0.36609,44.1177,0.367085,-9.0,0,0,0.017145,0.097684,-0.184779,0.53466,24.9734,0.0673008,1.83919e-06,1.14005e-07,0.0284825,-3.71303e-08,-9.43095e-09,35.4253,-3.3648,-999,-999,-9.0,-8.4391,250,0.021575,10.0,0.1,53607.1,0.8414,6,2.34822,0.88505,0.2261,0.005,-0.0239,0.003,1.0,0.012
ASASSN-16bn,18,0.02241,0.00086,0.02253,8e-05,0.02317,8e-05,15.7862,0.21282,35.0392,0.214526,-9.0,0,0,-0.088084,0.04006,1.46775,0.34863,15.3837,0.10185,0.0126039,0.00118229,0.000813715,2.79296e-05,-3.73811e-05,47.6437,4.2697,-999,-999,-9.0,35.5736,250,0.1483,7.0,-9.0,57427.2,0.5516,20,12.2214,0.90825,0.0836,0.0843,0.034,0.003,1.0,0.006
15461,1,0.18493,0.00099,0.18482,3e-05,0.18617,3e-05,20.36,0.132133,39.613,0.134864,-9.0,0,0,-0.109307,0.027024,-0.163539,0.21188,20.1265,0.0449205,0.000159736,6.6088e-06,0.00106564,-4.15413e-07,-1.23257e-07,326.848,-0.4947,-9,-9,2.717,-28.8231,250,0.0599236,10.516,0.075,54037.0,0.1773,44,29.2117,0.95776,0.069,0.0126,0.028,0.002,1.0,0.003
2010Y,66,0.01233,0.00084,0.01142,1e-05,0.01105,1e-05,14.4873,0.252697,33.7403,0.254135,-9.0,0,0,-0.068675,0.031853,-2.58836,0.088112,14.7167,0.0372293,0.023298,0.000798876,0.000360335,-2.15881e-05,-2.23359e-05,162.766,65.7797,-999,-999,-9.0,-269.901,250,0.0114994,10.1182,0.047,55247.8,0.0882,54,66.2485,0.12246,0.0692,0.1488,0.0075,0.001,1.0,0.003
05D4ag,4,0.63824,0.01009,0.63823,0.01,0.64,0.01,23.4064,0.366523,42.6594,0.367516,-9.0,0,0,0.086044,0.058932,0.49764,0.47275,23.6216,0.0455643,6.38768e-06,2.68067e-07,0.00904862,-9.29892e-08,-8.57765e-09,333.448,-18.1653,-999,-999,-9.0,-2.8787,250,0.0247499,8.381,0.3925,53538.6,0.483,32,38.7306,0.19194,0.1696,0.0426,-0.0298,0.006,1.0,0.028
1342255,10,0.21899,0.00113,0.21886,0.0005,0.21976,0.0005,20.7766,0.127998,40.0296,0.130815,-9.0,0,0,-0.104301,0.026995,0.4683,0.25592,20.4589,0.0337705,0.000117609,3.65807e-06,0.00145316,-2.62186e-07,-8.21483e-08,40.7435,-0.2674,-999,-999,2.83,-30.6372,250,0.0241139,10.024,0.0665,57390.7,0.1821,12,6.12526,0.90964,0.0662,0.0123,0.0215,0.002,1.0,0.003
2003ch,63,0.02919,0.00087,0.02895,0.00012,0.02833,0.00012,16.3494,0.167829,35.6024,0.169987,-9.0,0,0,-0.033307,0.029984,-1.30843,0.15207,16.4689,0.0496324,0.0046392,0.000212072,-0.000550271,2.83885e-06,-4.9369e-06,109.491,9.693,-999,-999,-9.0,-71.2297,250,0.0603514,11.2701,3.794,52726.2,0.2327,13,26.6847,0.0137374,0.0687,0.0657,-0.023,0.001,1.0,0.004
05D2ec,4,0.64185,0.0017,0.6419,0.001,0.64,0.001,23.5946,0.255519,42.8476,0.256941,-9.0,0,0,-0.1167,0.052906,-0.196789,0.21155,23.4018,0.0327391,7.82105e-06,2.35835e-07,0.000755271,-1.48233e-08,-5.71008e-09,149.859,2.0136,-999,-999,-9.0,10.1652,250,0.0168485,9.997,0.0565,53440.4,0.4206,21,26.66,0.18239,0.1583,0.0071,0.0867,0.003,1.0,0.005
2007bc,57,0.02131,0.00085,0.02187,1e-05,0.02075,1e-05,15.5031,0.178554,34.7561,0.180584,-9.0,0,0,-0.020681,0.025188,-1.01193,0.061097,15.6076,0.0306279,0.0102555,0.000289302,-0.000233228,5.47159e-07,-6.10022e-06,169.811,20.809,-999,-999,-9.0,163.394,250,0.0186199,10.5792,-9.0,54200.1,0.0851,41,52.743,0.10341,0.0573,0.0875,-0.0332,0.001,1.0,0.004
420159,15,0.18073,0.0014,0.18059,0.001,0.182,0.001,20.2505,0.130991,39.5035,0.133745,-9.0,0,0,-0.06287,0.027302,0.26889,0.20641,20.0465,0.0366579,0.000171946,5.80544e-06,0.000736508,-2.79999e-07,-1.27819e-07,333.685,1.2178,-999,-999,17.0848,-34.841,250,0.0339338,11.338,0.011,56154.2,0.1762,17,29.605,0.0293383,0.066,0.0182,-0.0223,0.001,1.0,0.003
16211,1,0.30949,0.00109,0.30939,5e-05,0.31099,5e-05,21.7647,0.299213,41.0177,0.300429,-9.0,0,0,0.017108,0.07365,-1.95275,0.79923,21.8823,0.0979625,3.17014e-05,2.86032e-06,0.010037,-1.05139e-06,-8.26275e-08,348.164,0.2669,-9,-9,5.455,-24.8395,250,0.0395261,11.5,0.093,54041.5,0.6096,43,22.4563,0.99589,0.2442,0.0087,-0.2758,0.012,0.666,0.0
05D4cq,4,0.69918,0.00173,0.69916,0.001,0.701,0.001,23.8161,0.213646,43.0691,0.215345,-9.0,0,0,-0.134624,0.053637,0.63738,0.26364,23.4618,0.031648,7.401e-06,2.15731e-07,0.000832334,-1.96952e-08,-1.62663e-09,333.54,-18.2267,-999,-999,-9.0,-2.6674,250,0.0266223,10.554,0.1595,53586.3,0.3785,42,48.7046,0.22131,0.1735,0.0068,0.1036,0.004,0.669,0.0
2018gv,51,0.00602,0.00085,0.00596,0.00015,0.0051,0.00015,12.8136,0.342645,32.0666,0.343707,32.0504,1,0,-0.111964,0.022278,0.59016,0.040938,12.4682,0.0397344,0.18481,0.00676333,-0.000137873,2.17282e-05,-0.000112498,121.394,-11.4379,-999,-999,-9.0,-18.777,250,0.0498206,10.06,-9.0,58150.4,0.0452,87,275.887,1.6748599999999999e-21,0.0486,0.3075,0.0355,0.002,1.0,0.003
2006qo,64,0.02898,0.00086,0.02871,8e-05,0.02837,8e-05,16.2249,0.274049,35.4779,0.275376,-9.0,0,0,0.16289,0.027661,0.38443,0.059838,16.5815,0.0374923,0.0041823,0.000144422,-9.77536e-05,-5.5371e-07,-3.24166e-06,120.035,56.3688,-999,-999,-9.0,-77.261,250,0.0339377,11.1792,0.029,54083.0,0.0665,45,60.1243,0.06518,0.0611,0.0654,-0.1428,0.003,1.0,0.023
20364,1,0.21742,0.00102,0.21729,2e-05,0.21846,2e-05,20.8865,0.268256,40.1395,0.269611,-9.0,0,0,0.029676,0.04191,0.54349,0.88866,20.8556,0.0466338,8.16152e-05,3.50548e-06,0.00191133,-3.89503e-07,-8.19704e-08,25.7566,-0.9455,-9,-9,1.03,-33.6053,250,0.0218223,10.389,0.079,54420.0,0.9101,24,18.3162,0.7874,0.1713,0.0112,-0.0949,0.002,1.0,0.006
160200,15,0.4236,0.00155,0.42349,0.001,0.4234,0.001,22.5873,0.399906,41.8403,0.400817,-9.0,0,0,0.15761,0.081625,-0.195418,0.91668,22.8712,0.0764405,1.27503e-05,8.9768e-07,-0.0132257,-2.20122e-07,-5.12701e-08,242.608,54.1496,-999,-999,19.85,-22.43,250,0.0101859,10.867,0.145,55711.3,1.5049,51,42.9909,0.77989,0.281,0.0093,-0.2847,0.012,0.966,0.0
1324542,10,0.54152,0.00138,0.54154,0.0005,0.5421,0.0005,23.277,0.240962,42.53,0.24247,-9.0,0,0,-0.073277,0.042682,0.39642,0.61571,23.0556,0.045449,1.07586e-05,4.50355e-07,0.00398815,-1.43074e-07,-6.66676e-09,53.8952,-29.048,-999,-999,0.7,3.8897,250,0.00761693,9.182,0.157,57043.5,0.7262,30,40.2587,0.0999492,0.1584,0.0067,0.0113,0.003,1.0,0.003
PS16ccn,150,0.02457,0.00087,0.02395,0.00016,0.02431,0.00016,15.9254,0.187175,35.1784,0.189112,-9.0,0,1,-0.125246,0.035357,0.37785,0.11105,15.6057,0.0558374,0.0102734,0.000528342,-0.000445957,1.62543e-06,-1.54172e-05,273.122,31.2799,-999,-999,-9.0,-183.015,250,0.0577757,7.58621,0.013,57508.6,0.2459,18,41.8436,0.00116288,0.075,0.0778,0.0709,0.001,1.0,0.004
ASASSN-16fs,150,0.02944,0.00086,0.0299,1e-05,0.0292,1e-05,16.0231,0.178889,35.2761,0.180915,-9.0,0,0,-0.026148,0.037071,-1.34003,0.13534,16.1675,0.0483575,0.00612322,0.000272722,-0.000334381,1.14837e-06,-8.01672e-06,221.777,11.5949,-999,-999,-9.0,135.19,250,0.0278596,11.2163,0.002,57542.3,0.4084,9,15.0039,0.0908293,0.0856,0.0644,-0.0248,0.0,1.0,0.003
MASTEROTJ08,150,0.03118,0.00087,0.03156,0.00015,0.03059,0.00015,16.4145,0.17243,35.6675,0.174531,-9.0,0,0,-0.038482,0.040854,-0.018273,0.17632,16.3293,0.0638763,0.00527579,0.000310387,-0.00113121,1.60845e-05,-1.07305e-05,128.237,-3.8579,-999,-999,-9.0,111.161,250,0.0313373,10.638,0.1,57803.9,0.8505,3,6.38778,0.172,0.0844,0.0615,-0.0213,0.001,1.0,0.003
2006N,64,0.01446,0.00085,0.01416,8e-05,0.01416,8e-05,14.6548,0.238994,33.9078,0.240515,-9.0,0,0,-0.059252,0.030471,-2.01175,0.065246,14.8549,0.0622722,0.020514,0.00117658,-0.000268532,8.07469e-06,-2.80003e-05,92.1302,64.7236,-999,-999,-9.0,-89.215,250,0.0825684,9.70642,0.437,53760.7,0.1573,51,66.623,0.0698618,0.0617,0.1286,0.0341,0.003,1.0,0.007
1999ej,57,0.0155,0.00085,0.01534,3e-05,0.0163,3e-05,15.0051,0.271187,34.2581,0.272528,-9.0,0,0,-0.067445,0.041856,-1.85693,0.069527,15.127,0.0519392,0.0159662,0.000763789,-0.000615503,6.22349e-06,-2.26328e-05,20.7391,33.4661,-999,-999,-9.0,-45.8971,250,0.0618468,10.0866,-9.0,51483.2,0.0918,40,26.9188,0.94349,0.1023,0.12,0.0041,0.0,1.0,0.003
2016afk,150,0.04738,0.00087,0.04677,1e-05,0.0456,1e-05,17.3112,0.227553,36.5642,0.229149,-9.0,0,0,0.03245,0.037705,-0.290903,0.22075,17.5003,0.0534497,0.00179427,8.83302e-05,0.00189554,-4.06026e-06,-2.77218e-06,155.625,15.0966,-999,-999,-9.0,-172.356,250,0.049836,9.44086,0.002,57440.7,0.3118,13,33.7728,0.00130294,0.0784,0.0408,-0.0066,0.003,1.0,0.016
100206,15,0.2165,0.00142,0.21653,0.001,0.217,0.001,20.5723,0.138936,39.8253,0.141535,-9.0,0,0,-0.075171,0.029839,0.25057,0.28167,20.3453,0.0351703,0.000130584,4.23001e-06,0.00192713,-4.19577e-07,-9.97155e-08,52.5182,-28.2567,-999,-999,18.2684,6.832,250,0.00697846,11.5,0.013,55517.9,0.2615,18,20.714,0.29409,0.0759,0.0156,-0.01,0.001,1.0,0.003
2002fk,57,0.00719,0.00085,0.00668,0.00015,0.00719,0.00015,13.2112,0.299053,32.4642,0.300269,32.5404,1,0,-0.13675,0.018873,0.062106,0.025592,12.9122,0.0305443,0.12277,0.00345392,-9.51485e-05,1.00683e-05,-5.07264e-05,50.5238,-15.4009,-999,-999,-9.0,-152.591,250,0.0343793,9.89,-9.0,52548.2,0.0321,73,140.964,3.15449e-06,0.0405,0.2576,0.0807,0.006,1.0,0.005
PS15cku,150,0.02325,0.00086,0.02222,7e-05,0.02327,7e-05,15.8007,0.22811,35.0537,0.229702,-9.0,0,0,-0.010924,0.034209,0.75555,0.14045,15.7328,0.0409601,0.00913877,0.000344766,-0.000188493,-3.36987e-06,-1.00229e-05,21.0939,3.5876,-999,-999,-9.0,-301.9,250,0.022645,9.13095,0.011,57319.3,0.2875,12,22.3063,0.0342274,0.0789,0.0812,0.0249,0.001,1.0,0.011
2006ax,64,0.01747,0.00086,0.01774,0.00015,0.01649,0.00015,15.0698,0.198413,34.3228,0.200241,-9.0,0,0,-0.091397,0.026544,0.28118,0.037316,14.8169,0.0402213,0.0212446,0.000787009,-0.000142991,1.39554e-06,-1.70976e-05,171.014,-12.2914,-999,-999,-9.0,81.232,250,0.0432401,10.997,0.0,53827.5,0.0375,60,93.1261,0.00394799,0.0556,0.1078,0.0188,0.001,1.0,0.003
2004ef,5,0.03012,0.00086,0.02978,2e-05,0.03101,2e-05,16.2308,0.197459,35.4838,0.199296,-9.0,0,1,0.052068,0.022244,-1.42181,0.022895,16.5796,0.0365877,0.00418943,0.000141178,-0.000124927,4.48478e-07,-2.23567e-06,340.542,19.9946,-999,-999,-9.0,-99.5544,250,0.0472282,10.3255,0.02,53264.7,0.0257,164,176.102,0.2454,0.0508,0.0629,-0.0744,0.001,1.0,0.011
1305504,10,0.49566,0.00134,0.4956,0.0005,0.49679,0.0005,22.8923,0.117866,42.1453,0.120919,-9.0,0,0,-0.089378,0.025464,-0.463147,0.16276,22.7287,0.0297535,1.45384e-05,3.98411e-07,0.000459754,-1.99935e-08,-7.31043e-09,36.0584,-5.1646,-999,-999,2.66,-13.3948,250,0.0224749,10.953,0.0735,56973.7,0.2343,52,29.9518,0.99393,0.0711,0.007,-0.0079,0.003,1.0,0.001
5533,1,0.21898,0.00102,0.21887,2e-05,0.22028,2e-05,20.8762,0.21715,40.1292,0.218822,-9.0,0,0,0.006675,0.041967,-0.502697,0.40223,20.9563,0.0581663,7.43847e-05,3.98502e-06,0.00401537,-6.09317e-07,-1.14618e-07,328.67,0.4134,-9,-9,2.31,-26.8368,250,0.0630463,9.959,0.08,53667.5,0.5109,38,29.4554,0.83817,0.1118,0.0111,-0.0671,0.009,1.0,0.01
04D1aj,4,0.71969,0.0101,0.71964,0.01,0.721,0.01,23.717,0.34116,42.97,0.342226,-9.0,0,0,-0.027696,0.066383,0.3801,0.35878,23.6216,0.0349846,6.38805e-06,2.05836e-07,0.00143965,-3.06109e-08,7.86224e-10,36.4748,-4.9946,-999,-999,-9.0,-10.0174,250,0.0259554,7.0,5.0,52999.0,0.5603,13,19.6802,0.10348,0.2209,0.0385,-0.0061,0.002,1.0,0.005
2006dm,57,0.02228,0.00087,0.02161,0.00015,0.02284,0.00015,15.5529,0.178146,34.8059,0.18018,-9.0,0,0,-0.032922,0.027967,-1.90086,0.068507,15.7631,0.0371616,0.00888667,0.000304165,-0.000120775,-1.10276e-06,-6.91039e-06,355.449,-3.669,-999,-999,-9.0,-197.622,250,0.0331738,11.0056,-9.0,53928.7,0.0741,59,74.9029,0.0792619,0.0624,0.0857,-0.0208,0.001,1.0,0.004
PS16fbb,150,0.05106,0.00088,0.05139,0.0001,0.0525,0.0001,17.6274,0.166181,36.8804,0.16836,-9.0,0,1,-0.114949,0.038673,0.64076,0.25359,17.2831,0.0435965,0.00219154,8.79987e-05,0.00194225,-6.88919e-06,-2.89882e-06,1.7631,-20.6968,-999,-999,-9.0,91.7398,250,0.0176234,8.77965,0.014,57719.5,0.227,5,14.1608,0.0146196,0.0892,0.0384,0.0533,0.001,1.0,0.004
