CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
05D1ck,4,0.61577,0.00168,0.61571,0.001,0.617,0.001,23.4555,0.346221,42.7085,0.347272,-9.0,0,0,0.1044,0.037288,-0.021534,0.2594,23.8117,0.0328768,5.36167e-06,1.62355e-07,0.000998097,-2.25686e-08,-2.43492e-09,36.1035,-4.7128,-999,-999,-9.0,-11.4802,250,0.0227286,9.724,0.172,53628.2,0.2719,51,67.8987,0.0568285,0.1199,0.0073,-0.0222,0.008,1.0,0.035
05D1dn,4,0.56481,0.00164,0.56475,0.001,0.566,0.001,23.2343,0.190849,42.4873,0.19275,-9.0,0,0,-0.022819,0.034246,1.23413,0.22423,23.0214,0.0274761,1.11027e-05,2.80968e-07,5.03091e-05,-2.05414e-08,-4.05284e-09,36.111,-4.9916,-999,-999,-9.0,-12.1498,250,0.025234,10.234,0.047,53649.4,0.3296,45,34.8299,0.86295,0.1101,0.0077,-0.0126,0.004,1.0,0.005
2019np,18,0.00648,0.00084,0.0055,0.0,0.00452,0.0,13.2078,0.317328,32.4608,0.318474,32.3302,1,0,-0.02786,0.019016,0.11525,0.04952,13.1265,0.0252112,0.10078,0.00234024,2.93734e-05,-2.48823e-05,-3.76401e-05,157.342,29.5106,-999,-999,-9.0,-289.936,250,0.0172714,10.63,-9.0,58510.5,0.0548,102,64.771,0.9985,0.0411,0.2824,-0.0305,0.002,1.0,0.004
3452,1,0.22978,0.00103,0.22967,2e-05,0.23114,2e-05,20.8821,0.186118,40.1351,0.188066,-9.0,0,0,-0.090305,0.036898,0.90942,0.27319,20.5656,0.0481704,0.000106602,4.72957e-06,0.00124977,-5.57903e-07,-1.12373e-07,334.672,0.6392,-9,-9,1.361,-28.2734,250,0.0507552,9.23,0.082,53648.5,0.2761,44,37.61,0.74061,0.1029,0.0107,0.0445,0.004,1.0,0.005
20227,1,0.27585,0.00107,0.27574,6e-05,0.2773,6e-05,21.4101,0.211862,40.6631,0.213576,-9.0,0,0,-0.136189,0.04702,-1.22544,0.55655,21.2657,0.0470718,5.59383e-05,2.42519e-06,0.00429013,-4.96285e-07,-5.30487e-08,349.12,-0.0985,-9,-9,1.555,-27.1641,250,0.0362945,11.046,0.149,54408.4,0.5459,32,20.4208,0.94357,0.1513,0.0094,0.0436,0.006,0.885,0.0
350606,15,0.34448,0.0015,0.3445,0.001,0.345,0.001,22.0384,0.297982,41.2914,0.299203,-9.0,0,0,-0.021304,0.063274,-1.23716,1.44116,22.1226,0.0712533,2.54071e-05,1.66739e-06,0.0517363,-1.43623e-06,-7.88973e-08,54.2033,-26.7605,-999,-999,19.5477,3.8351,250,0.0102475,10.6991,0.1,55952.8,1.1771,10,12.6987,0.24101,0.1974,0.0108,-0.0848,0.002,1.0,0.003
PS15cms,150,0.06627,0.00089,0.06603,3e-05,0.06479,3e-05,18.1087,0.201511,37.3617,0.203312,-9.0,0,1,-0.020643,0.043274,1.37281,0.3396,17.8457,0.0492683,0.00130527,5.92301e-05,-0.00440596,2.16849e-07,-2.02662e-06,149.646,0.743,-999,-999,-9.0,-69.583,250,0.0224483,10.4286,0.001,57325.9,0.6642,12,7.54254,0.81978,0.1281,0.0301,-0.049,0.002,1.0,0.002
1999ej,62,0.0155,0.00085,0.01534,3e-05,0.0163,3e-05,14.9582,0.256655,34.2112,0.258071,-9.0,0,0,-0.035134,0.03688,-1.52281,0.22966,15.1082,0.0671575,0.0162452,0.00100484,-0.000694804,3.31805e-05,-2.89627e-05,20.7391,33.4661,-999,-999,-9.0,-45.8971,250,0.0618468,10.0866,0.16,51483.0,0.5862,5,2.69429,0.74699,0.0817,0.12,-0.0184,0.001,1.0,0.004
370066,15,0.09089,0.00135,0.09066,0.001,0.09,0.001,18.7739,0.165363,38.0269,0.167553,-9.0,0,1,-0.101902,0.032593,-0.081354,0.46993,18.5599,0.0386281,0.000676172,2.40567e-05,0.00598568,-4.02477e-06,-6.69704e-07,130.349,43.0544,-999,-999,18.3269,-62.1878,250,0.0215796,9.12019,0.034,56001.3,0.3117,3,3.47434,0.32411,0.0792,0.0337,0.0367,0.002,1.0,0.006
330128,15,0.32104,0.00149,0.32095,0.001,0.322,0.001,21.7016,0.154025,40.9546,0.156373,-9.0,0,0,-0.089222,0.031991,0.40814,0.39417,21.4172,0.0387138,4.86534e-05,1.73482e-06,0.00232913,-2.41287e-07,-4.00161e-08,36.8228,-3.8213,-999,-999,19.7147,-20.1508,250,0.025686,10.812,0.024,55890.2,0.4576,26,30.9739,0.22924,0.0944,0.0115,-0.0007,0.001,1.0,0.002
1999dq,57,0.01312,0.00085,0.01334,0.0,0.01413,0.0,14.267,0.2722,33.52,0.273536,33.7082,1,0,-0.028732,0.041808,0.82043,0.039779,14.0767,0.0686182,0.0420052,0.00265471,-0.000557316,2.15056e-05,-7.38954e-05,38.4987,20.9751,-999,-999,-9.0,64.7561,250,0.0938371,10.854,-9.0,51436.2,0.038,54,154.682,1.19725e-11,0.0999,0.1416,-0.0328,0.001,1.0,0.004
1293758,10,0.14803,0.00108,0.14812,0.0005,0.14896,0.0005,19.9755,0.183004,39.2285,0.184985,-9.0,0,0,-0.061076,0.039426,-1.32993,0.17215,20.023,0.0353926,0.000175707,5.72766e-06,-0.00104093,-1.35712e-07,-1.4726e-07,8.4839,-43.3497,-999,-999,4.28,24.7766,250,0.00727305,11.0622,0.007,56915.7,0.2041,14,14.8518,0.38836,0.1113,0.0169,-0.0122,0.004,1.0,0.004
2003du,57,0.00747,0.00084,0.00664,2e-05,0.00638,2e-05,13.5413,0.28787,32.7943,0.289134,32.8472,1,0,-0.141147,0.019576,0.25827,0.039296,13.1974,0.0226127,0.0944109,0.0019663,-0.000194736,1.42398e-05,-3.343e-05,218.649,59.3344,-999,-999,-9.0,-244.618,250,0.00861887,9.345,-9.0,52766.4,0.098,74,99.7438,0.0247427,0.0443,0.2451,0.0783,0.007,1.0,0.005
590002,15,0.20128,0.01005,0.20139,0.01,0.2,0.01,20.6045,0.215266,39.8575,0.216953,-9.0,0,0,-0.111863,0.031901,-0.964653,0.27826,20.4767,0.0404601,0.000115691,4.31123e-06,0.00254992,-4.91937e-07,-1.11614e-07,149.545,0.8783,-999,-999,17.8268,27.5615,250,0.0234717,11.269,0.049,56665.5,0.2039,9,13.7681,0.13082,0.0757,0.1183,0.0234,0.002,1.0,0.003
2005na,5,0.02748,0.00086,0.02717,8e-05,0.02665,8e-05,15.86,0.170601,35.113,0.172724,-9.0,0,1,-0.130216,0.024077,-0.435652,0.030748,15.6486,0.0474874,0.00987564,0.000431936,-0.00015282,1.60331e-06,-7.27449e-06,105.403,14.1333,-999,-999,-9.0,-88.8817,250,0.0668144,8.83614,0.04,53741.2,0.0575,76,298.49,3.9965500000000004e-28,0.0544,0.0689,0.0746,0.003,1.0,0.005
22075,1,0.1292,0.00094,0.129,2e-05,0.13003,2e-05,19.5017,0.148545,38.7547,0.150979,-9.0,0,0,-0.031458,0.029954,-1.67195,0.34975,19.6757,0.0364168,0.000241957,8.11552e-06,0.00276955,9.72631e-08,-1.41897e-07,29.9631,1.2165,-9,-9,2.219,-53.8671,250,0.0231191,10.7935,0.067,54425.9,0.342,15,16.3624,0.35838,0.0776,0.0168,-0.0278,0.002,1.0,0.005
15203,1,0.20329,0.00101,0.20314,7e-05,0.20444,7e-05,20.6292,0.164646,39.8822,0.166845,-9.0,0,0,0.003346,0.032426,1.12434,0.2761,20.4804,0.0400064,0.000115308,4.24877e-06,0.00085745,-4.10861e-07,-9.9777e-08,15.7347,0.1831,-9,-9,0.329,-37.9901,250,0.0304501,10.219,0.069,54027.1,0.2774,47,45.684,0.52712,0.0894,0.0118,-0.0457,0.002,1.0,0.005
2005am,64,0.00863,0.00085,0.00841,0.0001,0.00733,0.0001,13.082,0.336798,32.335,0.337879,-9.0,0,0,-0.003383,0.028549,-1.92038,0.045567,13.3703,0.0442151,0.0805164,0.00327892,-0.000151612,2.39618e-06,-7.28352e-05,139.052,-16.3044,-999,-999,-9.0,-63.9574,250,0.0461244,11.3117,2.671,53436.2,0.1748,57,47.7595,0.8034,0.062,0.2148,-0.037,0.001,1.0,0.006
03D4gg,4,0.59029,0.00166,0.59028,0.001,0.592,0.001,23.2626,0.246781,42.5156,0.248253,-9.0,0,0,0.013796,0.039032,0.99441,0.43532,23.1652,0.0350651,9.7254e-06,3.14093e-07,0.000310411,-5.97288e-08,-1.54936e-09,334.168,-18.1645,-999,-999,-9.0,-3.1755,250,0.0230636,10.162,0.0055,52943.1,0.5595,13,24.6705,0.0254936,0.1469,0.0075,-0.0457,0.003,1.0,0.008
2007gi,50,0.00587,0.00084,0.00505,2e-05,0.00462,2e-05,12.4873,0.490624,31.7403,0.491367,-9.0,0,0,0.021825,0.027089,-1.37417,0.079636,12.8324,0.0337127,0.13214,0.00410301,0.00017969,-5.56034e-05,-9.47002e-05,180.348,61.8927,-999,-999,-9.0,-242.803,250,0.0203764,7.0,-9.0,54327.4,0.0678,35,86.5257,2.9792e-06,0.0587,0.3116,0.0225,0.01,1.0,0.018
1262214,10,0.68936,0.00519,0.68937,0.005,0.69,0.005,23.7914,0.270648,43.0444,0.271991,-9.0,0,0,-0.139531,0.072256,0.23704,0.2808,23.4718,0.0322941,7.33278e-06,2.18106e-07,-0.00171403,-2.04816e-08,-2.89001e-10,53.5027,-28.6602,-999,-999,0.18,2.9794,250,0.00655473,8.864,0.0575,56657.2,0.3781,41,61.9942,0.0186963,0.2373,0.0205,0.0945,0.009,0.608,0.0
20376,1,0.2084,0.00129,0.20831,0.00081,0.20961,0.00081,20.4769,0.270839,39.7299,0.272182,-9.0,0,0,0.16064,0.039481,-1.19101,0.62939,20.9688,0.0513904,7.35363e-05,3.48064e-06,0.00570106,-6.88038e-07,-1.05153e-07,319.396,-0.5239,-9,-9,0.071,-22.4733,250,0.0510248,10.717,0.12,54415.2,0.5351,23,46.5523,0.00255196,0.1204,0.0147,-0.233,0.009,1.0,0.015
1287626,10,0.30404,0.00512,0.30396,0.005,0.305,0.005,21.466,0.220442,40.719,0.22209,-9.0,0,0,-0.017824,0.031374,0.15425,0.4296,21.4427,0.0361608,4.75256e-05,1.58286e-06,0.00108537,-1.67842e-07,-3.77536e-08,35.9318,-5.9612,-999,-999,1.26,-19.3855,250,0.0228024,8.203,0.226,56682.8,0.4049,11,12.8006,0.30656,0.0991,0.0414,0.0022,0.002,1.0,0.011
050203,15,0.57619,0.00165,0.57609,0.001,0.576,0.001,23.2357,0.200291,42.4887,0.202103,-9.0,0,0,-0.118083,0.057004,1.01825,0.73675,22.8564,0.06781,1.29255e-05,8.07266e-07,0.0152854,-3.40195e-07,-1.54669e-08,242.793,55.1223,-999,-999,23.826,-17.9288,250,0.00606575,8.835,1.294,55350.2,0.8178,50,63.3559,0.0971963,0.1869,0.0076,0.0836,0.009,0.546,0.0
2018gv,18,0.00602,0.00085,0.00596,0.00015,0.0051,0.00015,12.6874,0.343274,31.9404,0.344335,32.0504,1,0,-0.067297,0.022548,0.39823,0.082967,12.4685,0.0414596,0.18476,0.00705507,-2.04233e-05,-6.84906e-05,-0.000124499,121.394,-11.4379,-999,-999,-9.0,-18.777,250,0.0498206,10.06,-9.0,58150.6,0.0622,92,52.9938,0.99963,0.0484,0.3075,-0.0045,0.002,1.0,0.003
1338278,10,0.56437,0.0014,0.56431,0.0005,0.5656,0.0005,23.1439,0.295284,42.3969,0.296515,-9.0,0,0,0.002736,0.050705,1.56836,0.7982,23.0214,0.0577629,1.11026e-05,5.90676e-07,0.00486575,-2.29307e-07,-1.26866e-08,34.43,-4.976,-999,-999,0.29,-12.3542,250,0.0173481,9.919,0.058,57368.6,0.0613,36,27.0746,0.8585,0.193,0.0066,0.0481,0.009,1.0,0.005
350080,15,0.28588,0.00147,0.28577,0.001,0.285,0.001,21.418,0.171088,40.671,0.173206,-9.0,0,0,-0.08565,0.032729,-0.339335,0.42482,21.2556,0.0378104,5.64646e-05,1.96636e-06,0.000670152,-1.97054e-07,-4.47403e-08,130.635,43.9989,-999,-999,18.0471,-25.3726,250,0.0245704,11.229,0.142,55949.1,0.5052,40,37.096,0.60172,0.105,0.0126,-0.0001,0.001,1.0,0.003
100405,15,0.10294,0.00136,0.10298,0.001,0.1034,0.001,18.9285,0.184283,38.1815,0.18625,-9.0,0,0,0.044595,0.054733,-0.941741,0.36448,19.1817,0.0842433,0.000381359,2.959e-05,0.0155417,-9.53575e-06,-1.54557e-06,53.6285,-27.3206,-999,-999,16.2826,11.109,250,0.00967502,10.3204,0.1,55534.2,0.1916,8,6.43511,0.59861,0.0727,0.0301,-0.0761,0.003,1.0,0.01
05D4cn,4,0.7611,0.00178,0.76108,0.001,0.763,0.001,23.9237,0.235082,43.1767,0.236628,-9.0,0,0,0.00798,0.055882,1.1215,0.24147,23.7882,0.0318574,5.47932e-06,1.60773e-07,0.000323232,-1.42075e-08,-1.59398e-10,333.381,-17.2888,-999,-999,-9.0,-2.8934,250,0.022517,10.461,0.3055,53583.5,0.3809,49,94.056,0.000115097,0.185,0.0065,-0.0471,0.005,0.775,0.0
1337649,10,0.26162,0.00116,0.26151,0.0005,0.26238,0.0005,21.1652,0.22392,40.4182,0.225542,-9.0,0,0,0.016902,0.030488,1.04854,0.18798,21.1343,0.0498778,6.31353e-05,2.90038e-06,-8.43261e-05,-4.99335e-08,-6.81248e-08,43.4044,0.5102,-999,-999,0.5,-26.4056,250,0.0761514,8.682,0.0315,57363.2,0.2607,20,19.5273,0.48782,0.0737,0.0107,0.0191,0.003,1.0,0.017
2008cf,65,0.04682,0.00088,0.04692,9e-05,0.04603,9e-05,17.2327,0.180924,36.4857,0.182928,-9.0,0,1,-0.143532,0.031128,1.28827,0.43295,16.7401,0.0484996,0.00361363,0.00016142,-0.00103476,7.98647e-06,-3.83628e-06,211.886,-26.5518,-999,-999,-9.0,29.5697,250,0.0575987,8.91208,0.0,54595.1,0.7623,19,6.71685,0.99558,0.0939,0.0417,0.0889,0.008,1.0,0.004
2992,1,0.12623,0.00094,0.12608,2e-05,0.12661,2e-05,19.2426,0.292103,38.4956,0.293348,-9.0,0,1,0.10938,0.030776,-0.956571,0.14202,19.825,0.0574565,0.000210871,1.11592e-05,0.000120276,-1.42029e-07,-2.6351e-07,55.497,-0.7827,-9,-9,1.292,-38.3957,250,0.0795535,9.72723,0.057,53641.2,0.1974,63,58.3073,0.64398,0.0675,0.0171,0.0506,0.019,1.0,0.036
420352,15,0.38895,0.01007,0.38886,0.01,0.39,0.01,22.13,0.197743,41.383,0.199578,-9.0,0,0,-0.105913,0.031116,0.39196,0.36548,21.8184,0.0450487,3.36238e-05,1.3951e-06,0.000112992,-2.51785e-07,-2.43844e-08,35.1822,-3.9625,-999,-999,22.9004,-17.3298,250,0.0173853,9.185,1.037,56165.0,0.5355,34,35.4103,0.40153,0.1099,0.0654,0.0213,0.002,1.0,0.002
17366,1,0.13822,0.00095,0.13811,1e-05,0.13929,1e-05,19.6327,0.125613,38.8857,0.128482,-9.0,0,1,-0.091214,0.024381,0.56478,0.16833,19.3343,0.0470795,0.000331357,1.43682e-05,0.000141811,-3.46193e-07,-2.68908e-07,315.787,-1.0292,-9,-9,10.979,-27.9862,250,0.0687305,10.2891,0.056,54351.5,0.2557,43,33.7706,0.84221,0.0577,0.0159,0.0145,0.001,1.0,0.004
1999dq,62,0.01312,0.00085,0.01334,0.0,0.01413,0.0,14.2187,0.260204,33.4717,0.261601,33.7082,1,0,0.011228,0.030254,0.86663,0.034146,14.1235,0.0686932,0.0402339,0.00254555,-0.000218561,1.34841e-05,-5.87626e-05,38.4987,20.9751,-999,-999,-9.0,64.7561,250,0.0938371,10.854,0.45,51436.6,0.036,142,188.517,0.00547154,0.0615,0.1416,-0.0544,0.001,1.0,0.007
2007bc,5,0.02131,0.00085,0.02187,1e-05,0.02075,1e-05,15.4814,0.175108,34.7344,0.177177,-9.0,0,0,-0.035648,0.022048,-1.09301,0.033583,15.5641,0.0245243,0.0106747,0.000241117,-0.000156761,9.5585e-07,-4.12726e-06,169.811,20.809,-999,-999,-9.0,163.394,250,0.0186199,10.5792,0.05,54200.8,0.0654,47,30.3365,0.97174,0.0529,0.0875,-0.0207,0.001,1.0,0.004
370329,15,0.47786,0.00159,0.47793,0.001,0.4762,0.001,22.9739,0.226675,42.2269,0.228278,-9.0,0,0,-0.191584,0.04257,0.29534,0.61425,22.5341,0.0556774,1.73922e-05,8.91883e-07,0.00118566,-3.19312e-07,-1.34667e-08,151.309,1.7007,-999,-999,21.5323,13.352,250,0.0301405,9.642,0.091,56006.2,0.8134,35,18.195,0.99145,0.1701,0.0086,0.1438,0.009,0.795,0.0
AT2016cyt,150,0.03059,0.00086,0.02965,9e-05,0.03074,9e-05,16.1056,0.162287,35.3586,0.164518,-9.0,0,0,-0.09905,0.034635,-1.7723,0.08762,16.1442,0.05908,0.00625641,0.000340441,5.53991e-05,-4.18032e-06,-9.19528e-06,317.399,15.1255,-999,-999,-9.0,-274.78,250,0.0716183,10.685,0.001,57580.5,0.1242,26,36.853,0.077061,0.0737,0.062,0.031,0.001,1.0,0.002
ATLAS17axb,150,0.03143,0.00087,0.03264,0.0001,0.03165,0.0001,16.3072,0.183588,35.5602,0.185563,-9.0,0,1,-0.102111,0.038173,-0.127194,0.14813,16.1111,0.0717496,0.00645015,0.00042625,-0.000343842,-3.08602e-06,-1.26911e-05,205.847,-19.9437,-999,-999,-9.0,351.466,250,0.0940993,9.60754,0.002,57796.7,0.2355,6,14.6283,0.0233537,0.0826,0.061,0.0485,0.001,1.0,0.005
PS15bwh,150,0.07158,0.00099,0.07149,0.00043,0.07267,0.00043,17.9964,0.158791,37.2494,0.16107,-9.0,0,1,-0.081314,0.037564,0.71915,0.21376,17.6874,0.0416184,0.00151018,5.78883e-05,-0.00119804,-2.15612e-06,-1.76962e-06,352.644,-18.8915,-999,-999,-9.0,-27.116,250,0.0247259,10.6434,0.1,57279.0,0.1461,12,12.0761,0.43959,0.0996,0.0311,-0.0038,0.002,1.0,0.001
2002dj,57,0.00957,0.00087,0.01051,0.00023,0.00945,0.00023,13.648,0.308368,32.901,0.309548,-9.0,0,0,-0.017189,0.028764,-0.284682,0.059779,13.652,0.0608135,0.0621156,0.00347917,-2.12081e-05,-7.93639e-07,-8.10946e-05,198.251,-19.519,-999,-999,-9.0,280.754,250,0.0818371,11.1654,-9.0,52451.1,0.0435,37,59.7306,0.010372,0.0543,0.1983,-0.0372,0.002,1.0,0.005
Manipogo,100,0.85482,0.00163,0.85474,0.0005,0.854,0.0005,24.3638,0.298695,43.6168,0.299913,-9.0,0,0,-0.085947,0.078963,-0.824225,0.30158,24.2716,0.0363209,3.51049e-06,1.17436e-07,0.000655322,-1.11391e-09,-6.21757e-09,189.145,62.2636,-999,-999,-9.0,-13.3104,250,0.0103462,10.3,0.03,53150.4,0.8021,5,16.3131,0.00600468,0.2296,0.0054,-0.0005,0.005,0.823,0.0
2010gp,56,0.02411,0.00085,0.02436,3e-05,0.02427,3e-05,15.2181,0.39756,34.4711,0.398476,-9.0,0,0,0.1744,0.052945,-0.512147,0.24684,15.9382,0.0592426,0.00756357,0.000412702,0.000372022,-1.37484e-05,-1.47057e-05,253.239,2.3879,-999,-999,-9.0,74.4935,250,0.0653841,9.22547,0.006,55406.6,0.3277,33,15.4319,0.99603,0.1372,0.0775,0.0528,0.015,1.0,0.047
15433,1,0.2195,0.00102,0.21935,3e-05,0.22068,3e-05,20.8568,0.157737,40.1098,0.160031,-9.0,0,0,-0.063961,0.035214,-0.028294,0.2707,20.6886,0.039375,9.51869e-05,3.45202e-06,0.00123959,-3.49263e-07,-8.17699e-08,14.8796,-0.2565,-9,-9,1.143,-35.2083,250,0.0225599,10.806,0.088,54037.4,0.2571,41,38.0484,0.60255,0.0971,0.0111,-0.027,0.002,1.0,0.002
1248677,10,0.35015,0.00123,0.35017,0.0005,0.35067,0.0005,21.9337,0.144515,41.1867,0.147015,-9.0,0,0,-0.118885,0.02194,0.89971,0.10732,21.5389,0.0275466,4.34949e-05,1.10353e-06,0.000347722,-3.70426e-08,-2.04787e-08,53.6462,-28.127,-999,-999,1.71,4.7492,250,0.00730891,9.845,0.014,56554.3,0.1145,56,48.8384,0.74027,0.0527,0.0088,0.0532,0.002,1.0,0.005
1999gp,62,0.02691,0.00086,0.02603,3e-05,0.02675,3e-05,16.0158,0.181374,35.2688,0.183373,-9.0,0,1,0.015337,0.026351,1.66138,0.038532,15.8052,0.0417555,0.00854906,0.000328782,-0.000253268,1.8938e-06,-6.62841e-06,37.9131,39.3812,-999,-999,-9.0,-258.629,250,0.0480734,10.9727,0.28089,51551.4,0.0417,120,328.446,2.74527e-21,0.0581,0.0703,-0.0653,0.002,1.0,0.007
15674,1,0.19568,0.00112,0.19555,0.0005,0.197,0.0005,20.705,0.210601,39.958,0.212325,-9.0,0,0,0.003206,0.03942,-0.328952,0.31076,20.7804,0.0558084,8.74622e-05,4.49569e-06,0.00380296,-6.70766e-07,-1.22088e-07,340.829,0.2629,-9,-9,-9.0,-34.1816,250,0.0576232,7.0,-9.0,54040.3,0.2382,43,29.9456,0.93427,0.099,0.0135,-0.0354,0.006,1.0,0.012
2009D,51,0.02453,0.00086,0.02476,0.00012,0.0251,0.00012,15.8216,0.208209,35.0746,0.209952,-9.0,0,1,-0.087507,0.041305,1.04468,0.41085,15.4615,0.0742255,0.011733,0.000802119,-0.00935423,0.000218514,-3.664e-05,58.5951,-19.1817,-999,-999,-9.0,65.3409,250,0.0455357,10.1971,-9.0,54840.5,1.6089,4,1.66173,0.79766,0.106,0.0771,0.0122,0.001,1.0,0.003
2007cq,57,0.0251,0.00086,0.02481,8e-05,0.02604,8e-05,15.756,0.174816,35.009,0.176889,-9.0,0,1,-0.113141,0.029985,-0.3274,0.066198,15.5662,0.0661209,0.0106538,0.000648811,-0.000388668,5.42518e-06,-1.62861e-05,333.668,5.0803,-999,-999,-9.0,-83.9674,250,0.0934993,9.36898,-9.0,54281.1,0.077,43,48.5473,0.25931,0.0547,0.0753,0.0594,0.002,1.0,0.005
1317666,10,0.14134,0.00107,0.1412,0.0005,0.1421,0.0005,19.8707,0.259463,39.1237,0.260864,-9.0,0,0,0.067004,0.029732,-0.139994,0.10639,20.1943,0.0415679,0.000150072,5.74559e-06,0.000535549,-2.24453e-07,-1.45778e-07,36.7711,-5.0031,-999,-999,2.43,-37.79,250,0.0228056,9.68561,0.2055,57301.5,0.1171,29,9.25794,0.99982,0.0629,0.0175,0.0433,0.008,1.0,0.026
6406,1,0.12393,0.00094,0.12377,1e-05,0.12449,1e-05,19.3974,0.143276,38.6504,0.145797,-9.0,0,1,-0.000358,0.023407,0.12939,0.13322,19.3822,0.0452577,0.000317033,1.32152e-05,0.000516246,-2.2248e-07,-2.3777e-07,46.0886,-1.063,-9,-9,0.54,-44.457,250,0.0647628,10.0062,0.054,53674.8,0.1092,63,59.0429,0.61808,0.0494,0.0174,-0.0474,0.001,1.0,0.007
7512,1,0.22066,0.0051,0.22055,0.005,0.2212,0.005,20.9346,0.22365,40.1876,0.225274,-9.0,0,0,-0.001003,0.039741,0.5115,0.37729,20.8819,0.0619624,7.96632e-05,4.54633e-06,0.00226012,-5.05218e-07,-1.21203e-07,52.0903,-0.3261,-9,-9,-9.0,-26.2724,250,0.0883678,7.0,-9.0,53682.5,0.364,40,37.1684,0.59844,0.1093,0.0552,-0.0266,0.005,1.0,0.009
2008bz,65,0.06099,0.00089,0.0613,1e-05,0.06015,1e-05,17.9395,0.158283,37.1925,0.16057,-9.0,0,1,-0.137115,0.036335,0.013388,0.3614,17.6273,0.0550867,0.00159611,8.09814e-05,-0.00244301,1.20319e-05,-2.354e-06,189.741,11.1295,-999,-999,-9.0,88.7212,250,0.0229118,10.3562,0.016,54577.9,0.8448,22,17.879,0.71314,0.0918,0.0326,0.0614,0.005,1.0,0.002
2008bc,5,0.01546,0.00086,0.01572,0.00012,0.01509,0.00012,14.7801,0.22485,34.0331,0.226465,-9.0,0,0,-0.132291,0.039982,0.57382,0.029774,14.4158,0.13745,0.0307389,0.0038914,-0.000861168,7.61084e-05,-0.000155565,144.63,-63.9738,-999,-999,-9.0,78.504,250,0.22551,9.92086,10.0,54550.6,0.0316,69,169.538,1.95691e-10,0.0366,0.1217,0.077,0.003,1.0,0.005
ASASSN-17eb,150,0.05044,0.00088,0.0497,1e-05,0.04924,1e-05,17.2091,0.200082,36.4621,0.201896,-9.0,0,0,0.044908,0.040031,-1.50448,0.18454,17.5333,0.0549308,0.00174045,8.80548e-05,-0.00129347,3.07894e-06,-2.83825e-06,234.642,13.3478,-999,-999,-9.0,-213.562,250,0.0354671,10.8378,0.0,57836.8,0.5604,5,2.18367,0.82319,0.0936,0.0388,-0.089,0.002,1.0,0.008
120086,15,0.39255,0.00153,0.39262,0.001,0.391,0.001,22.2212,0.235747,41.4742,0.237288,-9.0,0,0,0.10879,0.045483,0.28158,0.49714,22.3766,0.0528146,2.01083e-05,9.7815e-07,0.00085674,-2.1082e-07,-3.11286e-08,150.789,2.1434,-999,-999,19.3387,15.2528,250,0.0160802,11.029,0.22,55562.3,0.6548,33,34.1161,0.41379,0.1435,0.0099,-0.1919,0.006,1.0,0.005
2007ai,5,0.0326,0.00087,0.03212,0.00015,0.03176,0.00015,16.6032,0.257396,35.8562,0.258808,-9.0,0,0,0.12338,0.055143,1.00077,0.099942,16.7685,0.18604,0.00352059,0.00060325,-0.00163823,1.68027e-05,-3.03732e-05,243.224,-21.6302,-999,-999,-9.0,-141.191,250,0.28494,10.7402,0.12,54174.1,0.1834,42,63.9024,0.0162654,0.0771,0.0589,-0.121,0.003,1.0,0.018
2007af,5,0.00625,0.00084,0.00635,1e-05,0.00552,1e-05,12.8469,0.32168,32.0999,0.322811,31.7708,1,0,-0.046439,0.021801,-0.558,0.02594,12.8231,0.0310192,0.13328,0.00380788,-0.000143564,1.34585e-05,-5.91213e-05,215.588,-0.3938,-999,-999,-9.0,31.5763,250,0.0336987,10.331,0.3,54175.0,0.0305,77,124.844,0.000462785,0.0514,0.2928,-0.015,0.002,1.0,0.004
370428,15,0.17791,0.0014,0.1778,0.001,0.177,0.001,20.3947,0.128745,39.6477,0.131546,-9.0,0,0,-0.103502,0.02679,0.6175,0.15176,20.0457,0.0337088,0.000172078,5.3425e-06,-9.32421e-05,-2.10385e-07,-1.16298e-07,184.375,47.5482,-999,-999,19.2184,-27.5994,250,0.0153862,10.124,0.085,56007.2,0.2069,24,50.1472,0.00135616,0.0673,0.0185,0.0097,0.002,1.0,0.003
2008bf,5,0.02462,0.00131,0.02451,0.00099,0.02342,0.00099,15.7991,0.229679,35.0521,0.231261,-9.0,0,0,-0.14861,0.021687,0.39564,0.028192,15.4059,0.028187,0.0123496,0.000320609,-0.000198513,1.73426e-06,-5.28766e-06,181.012,20.2452,-999,-999,-9.0,-30.0449,250,0.0297117,10.3728,0.16,54555.6,0.0312,80,129.096,0.000420631,0.0507,0.1169,0.0723,0.002,1.0,0.003
